GENERIC_NAME,M.W.,ALOGPS_LOGP,#DONOR,#ACCEPTOR,#RINGS,#ROTATABLE_BOND,,POLAR_SURFACE_AREA,REFRACTIVITY,LOGS,POLARIZABILITY,PKA
Levodopa,197.188,-2.32,4,5,1,3,,103.78,49.0781,-1.78,18.9099,9.68605
Cantharidin,196.202,1.1,0,3,3,0,,52.6,45.4033,-1.07,18.5351,
Gluconic Acid,196.155,-2.57,6,7,0,5,,138.45,38.271,-0.09,17.1488,12.5937
Selenomethionine,196.11,-2.46,2,3,0,4,,63.32,42.9074,-0.25,14.6384,
Lorcaserin,195.69,3,1,1,2,0,,12.03,56.647,-3.44,21.5094,
Metyrosine,195.215,-1.91,3,4,1,3,,83.55,51.8105,-1.9,19.8982,9.29384
Hexylresorcinol,194.27,3.77,2,2,1,5,,40.46,58.066,-2.63,22.9788,10.9106
Caffeine,194.191,-0.24,0,3,2,0,,58.44,49.8312,-1.25,18.9549,
Enprofylline,194.191,0.35,2,3,2,2,,78.09,49.3104,-1.53,18.7159,10.8883
Aminohippuric acid,194.187,0,3,4,1,3,,92.42,50.8181,-1.79,19.1282,15.8483
Temozolomide,194.151,-1,1,5,2,1,,105.94,47.8609,-1.58,16.876,
Butamben,193.246,2.88,1,2,1,5,,52.32,56.6573,-2.76,21.5818,
Aluminum chlorohydrate,192.46,-0.32,1,1,0,0,,25.3,3.7,0.67,1.50822,
Tocainide,192.257,0.55,2,2,1,2,,55.12,58.857,-2.08,21.5944,
Citric Acid,192.124,-1.33,4,7,0,5,,132.13,35.6239,-0.26,15.535,4.67484
Phendimetrazine,191.274,2.01,0,2,2,1,,12.47,57.7642,-1.9,22.1843,
Isosorbide Mononitrate,191.139,-0.74,1,6,2,2,,93.74,38.0774,-0.53,15.8521,
Cytisine,190.242,1.06,1,2,3,0,,32.34,56.9283,-1.37,20.3466,
Nitroxoline,190.155,1.9,1,4,2,1,,78.94,49.2849,-1.84,17.1632,
Carglumic Acid,190.154,-1.06,4,5,0,5,,129.72,39.4082,-1,16.7761,4.21308
Thiotepa,189.218,0.17,0,3,3,3,,9.03,50.7222,-1.31,18.2281,
Phensuximide,189.211,0.61,0,2,2,1,,37.38,51.8476,-1.93,19.6628,
Fenproporex,188.269,2.14,1,2,1,5,,35.82,58.2431,-3.01,22.0364,
Antipyrine,188.226,1.18,0,2,2,1,,23.55,56.4168,-0.6,20.4036,
Azelaic Acid,188.221,1.37,2,4,0,8,,74.6,46.542,-1.92,20.505,4.98034
Potassium bitartrate,188.176,-1.45,3,6,0,3,,117.89,37.0505,0.48,11.2617,4.79288
Perflutren,188.019,2.96,0,0,0,2,,0,17.5372,-3.11,7.09529,
Selegiline,187.286,3.08,0,1,1,4,,3.24,61.3547,-3.87,22.6927,
Amrinone,187.198,0.27,2,3,2,1,,68.01,53.8903,-1.52,18.9358,
Carbimazole,186.232,0.78,0,1,1,2,,32.78,49.1703,-1.77,18.7061,
Mafenide,186.232,-0.37,2,3,1,2,,86.18,46.6893,-1.56,18.239,
Pirfenidone,185.222,2,0,1,2,1,,20.31,57.0016,-1.81,20.2768,
Secnidazole,185.183,0.25,1,4,1,3,,83.87,45.6393,-1.58,17.5687,
Enflurane,184.492,2.24,0,1,0,3,,9.23,23.0654,-1.67,9.74359,
Isoflurane,184.492,2.3,0,1,0,3,,9.23,23.039,-1.72,9.7297,
Isoflurophate,184.146,1.1,0,1,0,4,,35.53,40.888,-1.43,16.7509,
Methyprylon,183.248,0.94,1,2,1,2,,46.17,50.2501,-1.21,19.9521,18.4886
Epinephrine,183.204,-0.82,4,4,1,3,,72.72,49.2303,-0.99,19.0357,12.6528
Levonordefrin,183.204,-0.77,4,4,1,2,,86.71,48.8745,-1.1,18.8138,12.6442
Carbachol,182.649,-3.55,1,1,0,4,,52.32,50.0222,-2.29,16.016,
Benzophenone,182.218,3.03,0,1,2,2,,17.07,56.6335,-3.66,20.1854,
Succimer,182.21,0.56,4,4,0,3,,74.6,38.4674,-1.87,15.4538,5.44875
Dacarbazine,182.187,-0.32,2,5,1,3,,99.73,49.7106,-2.13,17.7794,13.976
Glycol salicylate,182.175,0.89,2,3,1,4,,66.76,46.3565,-1.68,18.0378,15.0959
Mannitol,182.172,-2.68,6,6,0,5,,121.38,38.4036,0.1,16.8192,13.3787
Sorbitol,182.172,-2.68,6,6,0,5,,121.38,38.4036,0.1,17.1241,13.3787
Eflornithine,182.171,-2.05,3,4,0,5,,89.34,37.7336,-0.56,15.7988,
Oxilofrine,181.235,-0.13,3,3,1,3,,52.49,51.6682,-1.17,19.9832,14.0307
Pyridostigmine,181.212,-3.13,0,1,1,2,,33.42,49.659,-2.32,19.3818,
Acamprosate,181.21,-1.79,2,4,0,4,,83.47,38.9143,-0.98,17.1658,15.1238
L-Tyrosine,181.189,-2.39,3,4,1,3,,83.55,47.0972,-1.37,18.0113,9.79216
Fludeoxyglucose F-18,181.15,-1.84,4,5,0,5,,97.99,35.6535,-0.12,15.5371,12.4642
Theophylline,180.164,-0.26,1,3,2,0,,69.3,44.9345,-0.9,16.8554,
Theobromine,180.164,-0.46,1,3,2,0,,67.23,44.9345,-1.27,16.8476,
Acetylsalicylic acid,180.157,1.43,1,3,1,3,,63.6,44.4466,-2.09,17.0953,
D-glucose,180.156,-2.41,5,6,0,5,,118.22,37.3456,0.16,16.233,12.0267
Fructose,180.156,-2.45,5,6,1,2,,110.38,36.3608,0.79,16.2899,12.728
Rimantadine,179.302,3.28,1,1,3,1,,26.02,54.5221,-4.29,21.7948,
Memantine,179.302,3.31,1,1,3,0,,26.02,54.4858,-3.6,21.8222,
Mexiletine,179.259,2.17,1,2,1,3,,35.25,54.9722,-2.52,21.1711,
Carbocisteine,179.194,-3.2,3,5,0,5,,100.62,39.1068,-0.92,16.6936,4.05265
Glucosamine,179.171,-2.73,5,6,1,1,,116.17,37.5809,0.49,16.871,12.9741
Amylmetacresol,178.275,4.33,1,1,1,4,,20.23,56.5253,-3.42,22.147,
Propofol,178.271,3.81,1,1,1,2,,20.23,56.4205,-3.05,21.6059,
Phenacemide,178.188,0.81,2,2,1,2,,72.19,47.4304,-2.23,17.4903,
Gluconolactone,178.14,-2.16,4,5,1,1,,107.22,34.7788,0.52,15.6294,13.0522
Pyrophosphoric acid,177.975,,4,6,0,2,,124.29,25.5248,,10.276,3.04039
Bethanidine,177.246,1.41,2,3,1,2,,36.42,54.5024,-2.05,20.4271,
Phenmetrazine,177.243,1.45,1,2,2,1,,21.26,52.4695,-1.86,20.0981,
Vitamin C,176.124,-1.58,4,5,1,2,,107.22,37.0321,0.14,14.9325,11.1977
Debrisoquin,175.23,0.58,2,3,2,0,,53.11,63.8503,-2.32,19.4752,
L-Citrulline,175.186,-3.27,4,4,0,5,,118.44,41.329,-0.9,17.3476,15.334
Edaravone,174.203,0.53,0,2,2,1,,32.67,49.4925,-2.27,18.6149,
L-Arginine,174.201,-3.49,5,6,0,5,,125.22,53.9231,-1.88,17.7984,
Dipotassium phosphate,174.176,,1,4,0,0,,83.42,12.4085,,5.2347,6.95163
Magnesium glycinate,172.423,-1.48,1,3,0,2,,66.15,26.8405,-0.1,6.24581,
Sulfanilamide,172.205,-0.16,2,3,1,1,,86.18,42.9163,-1.22,16.2488,
Menadione,172.18,1.91,0,2,2,0,,34.14,50.5403,-2.53,17.6372,
Rasagiline,171.238,2.26,1,1,2,2,,12.03,54.467,-3.84,20.2456,
Gabapentin,171.237,-1.88,2,3,1,3,,63.32,46.3283,-1.6,18.9249,
Metronidazole,171.154,-0.15,1,4,1,3,,83.87,41.2205,-1.46,15.8157,
Propylthiouracil,170.232,1.53,2,1,1,2,,41.13,48.9043,-2.56,17.7932,12.8937
Levetiracetam,170.212,-0.64,1,2,1,3,,63.4,44.0793,0.24,17.794,
Technetium Tc-99m pertechnetate,169.968,-1.36,1,1,0,0,,25.3,3.7,0.61,1.50822,
Silver nitrate,169.873,,0,3,0,1,,55.05,9.2586,,5.12196,
Chlorzoxazone,169.565,2.09,1,2,2,0,,38.33,41.069,-1.76,14.9395,
Pyridoxine,169.178,-0.57,3,4,1,2,,73.58,44.1053,-1.02,17.1123,14.5331
Norepinephrine,169.178,-1.4,4,4,1,2,,86.71,44.4557,-1.13,16.9588,12.6528
Desflurane,168.038,2.19,0,1,0,3,,9.23,18.1205,-1.68,7.89493,
Mecamylamine,167.291,3.13,1,1,2,1,,12.03,51.8325,-3.13,20.7412,
Phenylephrine,167.205,-0.69,3,3,1,3,,52.49,47.2494,-0.88,18.1996,14.2399
Metaraminol,167.205,-0.59,3,3,1,2,,66.48,46.8936,-1.12,17.8422,14.0065
Ethinamate,167.205,1.09,1,1,1,2,,52.32,44.5735,-3.2,17.7269,
Tioguanine,167.192,-0.36,3,4,2,0,,79.09,46.892,-2.3,15.6456,13.2544
Pyridoxal,167.162,0.02,2,4,1,2,,70.42,43.8734,-1.16,16.2806,14.658
Ethionamide,166.243,1.88,1,1,1,2,,38.91,50.1888,-2.3,17.9867,
Edrophonium,166.24,-1.55,1,1,1,2,,20.23,62.4088,-3.62,19.1473,
Potassium Iodide,166.003,,0,0,0,0,,0,0,,1.7784,
Chloral hydrate,165.403,0.88,2,2,0,1,,40.46,29.2457,-0.58,11.8824,11.4715
Pseudoephedrine,165.232,1,2,2,1,3,,32.26,49.6873,-1.3,18.8265,
Ephedrine,165.232,1,2,2,1,3,,32.26,49.6873,-1.3,18.7963,
L-Phenylalanine,165.189,-1.35,2,3,1,3,,63.32,45.1163,-1.6,17.032,
Benzocaine,165.189,2.2,1,2,1,3,,52.32,47.5323,-1.76,17.4589,
Methoxyflurane,164.966,2.01,0,1,0,2,,9.23,27.975,-1.41,11.461,
Magaldrate,164.35,,0,4,0,0,,80.26,11.5274,,5.80528,1.89643
Phenylbutyric acid,164.201,2.29,1,2,1,4,,37.3,46.5676,-2.51,17.9936,
Eugenol,164.201,2.66,1,2,1,3,,29.46,48.7894,-2.06,17.8965,
Mephentermine,163.259,2.54,1,1,1,3,,12.03,53.118,-2.55,19.7921,
Acetylcysteine,163.195,-0.03,3,3,0,3,,66.4,37.6674,-1.51,15.3393,10.0495
Tiopronin,163.19,0.08,3,4,0,3,,69.89,38.292,-1.78,15.5937,5.00122
Migalastat,163.172,-2.22,5,5,1,1,,92.95,36.5744,0.5,15.8622,14.0409
Nicotine,162.232,0.87,0,2,2,1,,16.13,49.655,-0.24,18.5891,
Zinc sulfate,161.472,,0,4,0,0,,80.26,11.5274,,5.80528,1.89643
Bethanechol,161.222,-2.79,1,1,0,4,,52.32,54.441,-2.8,17.7281,
L-Carnitine,161.199,-2.9,1,3,0,4,,60.36,63.4853,-1.6,16.9257,13.525
Methacholine,160.234,-2.66,0,1,0,4,,26.3,55.7643,-3.46,18.4254,
Tolazoline,160.216,2.05,1,2,2,2,,24.39,49.0693,-2.07,17.9381,
Hydralazine,160.176,0.66,2,4,2,1,,63.83,50.2348,-1.79,16.062,
Cupric sulfate,159.609,,0,4,0,0,,80.26,11.5274,,5.80529,1.89643
Pargyline,159.228,2.05,0,1,1,3,,3.24,52.1809,-3.2,18.781,
Pregabalin,159.226,-1.35,2,3,0,5,,63.32,43.68,-1.15,18.0832,
Strontium chloride Sr-89,158.52,0.84,0,0,0,0,,0,5.6156,-0.49,2.38817,
Chromic chloride,158.35,2.09,0,0,0,0,,0,5.6156,-1.43,2.38817,
Calcium Acetate,158.166,0.24,0,2,0,0,,40.13,23.4808,-0.03,4.95615,
Tranexamic Acid,157.21,-1.42,2,3,1,2,,63.32,41.9037,-0.94,17.2788,
Paramethadione,157.167,0.9,0,2,1,1,,46.61,37.7242,-0.07,15.3866,
Oteracil,157.084,-1.14,3,5,1,1,,107.86,29.7031,-1.34,11.8789,7.25479
Stannous fluoride,156.71,,0,0,0,0,,0,3.0026,,2.77971,
Chloroxylenol,156.61,3.14,1,1,1,0,,20.23,42.9261,-2.26,16.0397,
Menthol,156.269,2.68,1,1,1,1,,20.23,47.4453,-2.45,19.6901,
Mechlorethamine,156.054,1.31,0,1,0,4,,3.24,38.6747,-0.67,15.8411,
Propylhexedrine,155.28,3.37,1,1,1,3,,12.03,49.5352,-3.23,20.266,
Histidine,155.155,-3.09,3,4,1,3,,92,38.059,-0.4,14.6703,12.9412
Eucalyptol,154.249,3.36,0,1,2,0,,9.23,45.8609,-3.84,18.538,
Acipimox,154.125,-0.75,1,4,1,1,,77.13,36.7817,-1.11,13.8259,
Dopamine,153.178,-0.4,3,3,1,2,,66.48,43.2482,-1.31,16.2109,12.9252
Aminosalicylic Acid,153.135,0.62,3,4,1,1,,83.55,39.9955,-1.11,14.2947,13.2237
Mesalazine,153.135,0.75,3,4,1,1,,83.55,39.9955,-1.1,14.2638,15.4752
Camphor,152.233,2.85,0,1,2,0,,17.07,44.492,-2.24,17.7351,
Mercaptopurine,152.177,-0.13,2,3,2,0,,53.07,43.6027,-2.32,14.0365,11.6906
Methyl salicylate,152.147,2.07,1,2,1,2,,46.53,40.0642,-1.42,14.982,
Tavaborole,151.93,1.51,1,2,2,0,,29.46,33.8568,-1.13,14.2077,15.5384
Amantadine,151.249,2.53,1,1,3,0,,26.02,45.5356,-3.25,17.9175,
Phenylpropanolamine,151.206,0.57,2,2,1,2,,46.25,44.9127,-0.87,16.9841,
Hydroxyamphetamine,151.206,0.58,2,2,1,2,,46.25,45.6861,-1.68,17.1742,
Acetaminophen,151.163,0.51,2,2,1,1,,49.33,42.9019,-1.56,15.5217,16.6537
Thymol,150.221,3.16,1,1,1,1,,20.23,47.2709,-2.37,17.8414,
Xylose,150.13,-2.28,4,5,0,4,,97.99,31.3831,0.4,13.4545,12.0519
Tartaric acid,150.087,-1.27,4,6,0,3,,115.06,26.2134,0.03,11.3271,4.79288
Sodium iodide,149.894,,0,0,0,0,,0,13.9462,,5.07487,
Sevelamer,149.619,,0,1,1,2,,12.53,20.057,,8.37871,
Levmetamfetamine,149.237,2.23,1,1,1,3,,12.03,48.4798,-2.21,18.0889,
Phentermine,149.233,2.32,1,1,1,2,,26.02,48.3434,-2.29,17.875,
Methamphetamine,149.233,2.23,1,1,1,3,,12.03,48.4798,-2.21,18.0396,
L-Methionine,149.211,-1.85,2,3,0,4,,63.32,37.586,-0.8,15.5045,
Penicillamine,149.211,-1.7,3,3,0,2,,63.32,37.225,-1.51,14.7616,10.0766
Trolamine,149.188,-1.38,3,4,0,6,,63.93,38.865,0.52,16.378,15.5925
Glutamic Acid,147.129,-3.54,3,5,0,4,,100.62,31.2877,-0.26,13.3212,4.27125
Triethylenetetramine,146.234,-1.84,4,4,0,7,,76.1,43.3174,-0.73,18.0423,
Acetylcholine,146.207,-2.91,0,1,0,4,,26.3,51.3455,-3.13,16.692,
L-Lysine,146.188,-3.76,3,4,0,5,,89.34,37.8095,-0.14,15.839,
L-Glutamine,146.144,-3.32,3,4,0,4,,106.41,33.1099,-0.17,13.8683,16.2449
Sulfur hexafluoride,146.05,,0,0,0,0,,0,18.4416,,7.11128,
Gimeracil,145.54,-0.08,2,2,1,0,,49.33,34.6538,-1.01,12.1887,10.0643
Oxyquinoline,145.158,1.91,1,2,2,0,,33.12,41.9602,-1.54,14.8669,
Methyl aminolevulinate,145.156,-1.3,1,3,0,5,,69.39,35.2169,0.18,14.547,
Selenic acid,144.97,,2,5,0,0,,74.6,21.1299,,6.64618,1.80103
Ethchlorvynol,144.599,1.45,1,1,0,2,,20.23,38.6382,-3,14.7661,
Valproic Acid,144.211,2.54,1,2,0,5,,37.3,40.2491,-1.79,16.9969,
Dimethyl fumarate,144.125,0.45,0,2,0,4,,52.6,34.1452,-1.05,13.7623,
Trimethadione,143.141,0.07,0,2,1,0,,46.61,33.2002,0.17,13.5885,
Selenium Sulfide,143.09,,0,0,0,0,,0,31.9825,,9.58874,
Coenzyme M,142.197,-1.53,2,3,0,2,,54.37,29.1302,-1.05,12.5367,10.1182
Piracetam,142.156,-1.39,2,3,1,2,,64.39,45.998,-1.48,13.9486,
Sodium sulfate,142.042,,0,4,0,0,,80.26,11.5274,,5.80526,1.89643
Isometheptene,141.254,2.07,1,1,0,4,,12.03,47.5864,-1.66,18.8132,
Ethosuximide,141.168,0.1,1,2,1,1,,46.17,35.9579,-0.15,14.4493,
Methenamine,140.186,-1.39,0,4,3,0,,12.96,36.9954,0.74,14.2529,
Deferiprone,139.152,-0.6,1,3,1,0,,40.54,40.6976,0.29,14.0504,
Choline C 11,138.62,-4,1,1,0,2,,20.23,42.194,-1.41,12.5656,
Potassium perchlorate,138.549,,0,3,0,1,,60.44,11.8152,,7.13306,
Phenoxyethanol,138.166,1.22,1,2,1,3,,29.46,38.8135,-0.76,14.9137,
Salicylic acid,138.122,1.96,2,3,1,1,,57.53,35.2951,-1.09,12.8146,13.2287
Protocatechualdehyde,138.121,0.89,2,3,1,1,,57.53,36.6038,-0.99,12.8652,11.8844
Fosfomycin,138.059,-0.86,2,4,1,1,,70.06,25.8737,-0.47,10.8028,7.82083
Pralidoxime,137.159,-3.04,1,2,1,1,,36.47,40.3265,-3.07,14.4405,
Isoniazid,137.139,-0.71,2,3,1,1,,68.01,37.4636,-0.59,13.2111,
Salicylamide,137.136,0.74,2,2,1,1,,63.32,37.1173,-1.24,13.225,15.4485
Methyl nicotinate,137.136,0.45,0,2,1,2,,39.19,35.9264,0.15,13.2272,
Phenelzine,136.194,1.2,2,2,1,3,,38.05,54.2633,-1.09,15.8049,
Betahistine,136.194,0.59,1,2,1,3,,24.92,41.3263,-0.44,15.8478,
Phenylacetic acid,136.148,1.72,1,2,1,2,,37.3,37.3656,-1.58,13.8499,
Allopurinol,136.112,-1.72,2,5,2,0,,65.85,54.2426,-1.36,11.6656,16.5299
Monopotassium phosphate,136.086,,2,4,0,0,,80.59,13.5302,,5.52715,6.95163
Amphetamine,135.206,1.85,1,1,1,2,,26.02,43.7052,-1.89,16.1747,
Dextroamphetamine,135.206,1.85,1,1,1,2,,26.02,43.7052,-1.89,16.0806,
Adenine,135.127,-0.38,2,4,2,0,,80.48,38.2195,-1.07,12.2912,
Cupric Chloride,134.452,,0,0,0,0,,0,12.2726,,7.26532,
Aluminum chloride,133.341,,0,0,0,0,,0,18.4089,,9.48841,
Tranylcypromine,133.194,1.5,1,1,2,1,,26.02,41.6966,-1.95,15.5123,
L-Aspartic Acid,133.103,-3.52,3,5,0,3,,100.62,26.5327,0.03,11.2842,5.11375
Xenon-133,132.906,,0,0,0,0,,0,0,,1.7784,
Ornithine,132.161,-3.64,3,4,0,4,,89.34,33.2085,0.11,13.8533,
Paraldehyde,132.158,0.33,0,3,1,0,,27.69,32.0859,0.13,14.1508,
Fluciclovine (18F),132.125,-2.98,2,3,1,1,,63.32,27.7456,0.11,11.6481,
L-Asparagine,132.118,-3.36,3,4,0,3,,106.41,28.3549,0.1,11.6771,16.0905
Trichloroethylene,131.388,2.45,0,0,0,0,,0,35.177,-1.83,9.59305,
L-Leucine,131.173,-1.82,2,3,0,3,,63.32,34.1709,-0.27,14.1598,
L-Isoleucine,131.173,-1.73,2,3,0,3,,63.32,34.0939,-0.06,14.1145,
Aminocaproic Acid,131.173,-2.69,2,3,0,5,,63.32,34.6598,-0.46,14.7112,
Aminolevulinic acid,131.13,-2.85,2,4,0,4,,80.39,30.4478,0.12,12.5483,17.164
Hydroxyproline,131.13,-3.31,3,4,1,1,,69.56,29.3822,0.57,12.2919,14.8566
Iodide I-131,130.907,,0,0,0,0,,0,13.9462,,5.07487,
Fluorouracil,130.077,-0.58,2,2,1,0,,58.2,26.1722,-1.35,9.45944,12.0232
Metformin,129.164,-1.83,4,5,0,0,,88.99,56.6427,-1.97,13.4274,
Vigabatrin,129.157,-2.56,2,3,0,4,,63.32,34.2907,-0.13,13.6353,
Flucytosine,129.093,-0.24,2,3,1,0,,67.48,38.2177,-1.83,9.9739,
Selenious acid,128.97,,2,3,0,0,,57.53,19.687,,5.83876,16.8575
Dichloroacetic Acid,128.942,0.99,1,2,0,1,,37.3,22.6195,-0.25,9.32309,
Parachlorophenol,128.556,2.37,1,1,1,0,,20.23,32.8437,-0.96,12.0243,
Sodium oxybate,126.087,-0.34,1,3,0,3,,60.36,34.6374,0.72,9.74083,15.9826
Foscarnet,126.005,-1.63,3,5,0,1,,94.83,19.0731,-0.88,7.88806,3.49777
Taurine,125.147,-2.19,2,4,0,2,,80.39,24.6051,-0.08,10.8244,
Dimercaprol,124.225,0.58,3,1,0,2,,20.23,32.9087,-1.65,12.8824,10.4062
Guaiacol,124.139,1.32,1,2,1,1,,29.46,34.5021,-0.27,12.6863,
Mequinol,124.137,1.31,1,2,1,1,,29.46,34.5021,-0.54,12.7627,
Pyrazinamide,123.113,-0.71,1,3,1,1,,68.87,30.4506,-0.12,11.1295,
Niacin,123.109,0.29,1,3,1,1,,50.19,31.1573,-0.17,11.3034,
Iodide I-123,122.906,,0,0,0,0,,0,13.9462,,5.07487,
Nicotinamide,122.125,-0.45,1,2,1,1,,55.98,32.9795,-0.39,11.7113,
Benzoic Acid,122.123,1.72,1,2,1,1,,37.3,33.3142,-1.24,11.9731,
L-Cysteine,121.158,-2.57,3,3,0,2,,63.32,28.2236,-0.72,11.4053,10.1719
Tromethamine,121.135,-2.08,4,4,0,3,,86.71,28.3555,0.76,12.0205,14.7354
Magnesium Sulfate,120.368,,0,4,0,0,,80.26,11.5274,,5.80529,1.89643
Sodium phosphate,119.977,,2,4,0,0,,80.59,13.5302,,5.52716,6.95163
L-Threonine,119.119,-3.01,3,4,0,2,,83.55,26.4598,0.6,11.0783,14.9534
Succinic acid,118.088,-0.53,2,4,0,3,,74.6,23.537,0.25,10.1413,5.68691
Rubidium chloride Rb-82,117.37,-0.28,0,0,0,0,,0,5.6156,-0.05,2.38817,
L-Valine,117.146,-2.29,2,3,0,2,,63.32,29.4929,0.26,12.1914,
Amyl Nitrite,117.146,1.98,0,2,0,5,,38.66,31.6786,-1.47,12.8401,
Glycine betaine,117.146,-2.7,0,2,0,2,,40.13,52.8234,-1.96,12.1096,
L-Proline,115.131,-2.71,2,3,1,1,,49.33,28.0643,0.5,11.504,
Methimazole,114.169,-0.38,1,0,1,0,,15.27,33.2322,-1,11.6383,
Thiosulfuric acid,114.144,,2,3,0,0,,57.53,21.7617,,8.512,15.719
Betazole,111.145,-0.64,2,2,1,2,,54.7,32.9617,0.15,11.9605,
Histamine,111.145,-0.69,2,2,1,2,,54.7,31.6634,0.18,12.0841,
Calcium Chloride,110.984,,0,0,0,0,,0,0,,1.7784,
Hydroquinone,110.111,0.71,2,2,1,0,,40.46,30.0198,-0.06,10.7517,11.553
Resorcinol,110.111,0.7,2,2,1,0,,40.46,30.0198,-0.13,10.7479,10.7257
Amifampridine,109.132,-1.51,3,3,1,0,,61.9,43.7133,-1.27,11.028,
Benzyl alcohol,108.138,1.07,1,1,1,1,,20.23,32.8739,-0.61,11.8912,
Silver,107.868,,0,0,0,0,,0,0,,1.7784,
Ammonium lactate,107.109,-0.51,1,3,0,1,,60.36,29.6769,0.91,7.6471,14.5935
Sodium carbonate,105.988,-0.34,0,3,0,0,,63.19,31.1724,0.76,3.51553,10.6384
Serine,105.093,-3.42,3,4,0,2,,83.55,22.041,0.66,9.38663,15.1661
Choline,104.171,-3.59,1,1,0,2,,20.23,42.194,-1.59,12.5656,
Choline C-11,103.173,-3.59,1,1,0,2,,20.23,42.194,-1.59,12.5658,
gamma-Aminobutyric acid,103.12,-2.99,2,3,0,3,,63.32,25.4578,0.55,10.6202,
Gamma Hydroxybutyric Acid,103.097,-0.6,1,3,0,3,,60.36,34.6374,0.77,9.73335,15.9826
Cycloserine,102.092,-2.31,2,3,1,0,,64.35,21.8488,0.93,8.86683,19.9989
Aluminum oxide,101.96,,0,1,0,0,,0,13.1149,,0.947591,
Potassium nitrate,101.103,,0,3,0,0,,68.88,9.8534,,3.23976,
Potassium bicarbonate,100.115,-0.08,1,3,0,0,,60.36,20.3353,0.83,3.86114,10.6384
Calcium Carbonate,100.087,0.47,0,3,0,0,,63.19,31.1724,-0.08,3.51553,10.6384
Phosphoric acid,97.9952,,3,4,0,0,,77.76,14.6519,,5.80726,6.95163
Molybdenum,95.94,,0,0,0,0,,0,0,,1.7784,
Magnesium chloride,95.211,,0,0,0,0,,0,5.6156,,2.38817,
Dalfampridine,94.1145,-0.65,2,2,1,0,,35.88,40.0884,-1.15,9.66474,
Phenol,94.1112,1.39,1,1,1,0,,20.23,28.0389,-0.31,9.81256,
Carbamide peroxide,94.07,-1.5,3,3,0,0,,70.1,24.2013,-0.71,5.11882,
Glycerin,92.0938,-1.93,3,3,0,2,,60.69,20.5161,1.1,8.93435,15.1677
Lactic Acid,90.0779,-0.79,2,3,0,1,,57.53,18.8398,0.79,8.05182,14.5935
L-Alanine,89.0932,-3.05,2,3,0,1,,63.32,20.4973,0.7,8.48723,
Pyruvic acid,88.0621,-0.38,1,3,0,1,,54.37,17.9897,0.18,7.31051,
Piperazine,86.1356,-1.16,2,2,1,0,,24.06,25.4488,0.63,9.97327,
Magnesium carbonate,84.314,0.52,0,3,0,0,,63.19,31.1724,0.21,3.51545,10.6384
Sodium bicarbonate,84.0066,-0.06,1,3,0,0,,60.36,20.3353,0.96,3.8615,10.6384
Fomepizole,82.1038,0.41,1,1,1,0,,28.68,24.7866,0.83,8.58386,
Sodium acetate,82.0338,-0.2,0,2,0,0,,40.13,23.4808,0.72,4.95594,
Zinc oxide,81.408,,0,1,0,0,,17.07,1.4429,,2.99532,
Calcium carbimide,80.103,0.04,0,2,0,0,,34.14,6.3844,-1.19,2.90673,
Titanium dioxide,79.865,,0,2,0,0,,34.14,2.8858,,4.19478,
Cupric oxide,79.545,-1.3,0,1,0,0,,0,13.1149,0.53,0.947591,
Selenium,78.96,,0,0,0,0,,0,13.1149,,1.7784,
Dimethyl sulfoxide,78.133,-1.09,0,1,0,0,,17.07,20.7254,-0.08,7.90757,
Sodium sulfide,78.04,,0,0,0,0,,0,0,,1.7784,3.55
Aluminum hydroxide,78.0036,,0,0,0,0,,0,0,,1.7784,4.49
Cysteamine,77.149,0.01,2,1,0,1,,26.02,22.3937,-0.52,8.65106,
Propylene glycol,76.0944,-1.1,2,2,0,1,,40.46,18.9724,1.1,8.01001,15.996
Hydroxyurea,76.0547,-1.83,3,2,0,0,,75.35,14.9072,0.55,5.94499,13.9605
Glycolic acid,76.0514,-1.02,2,3,0,1,,57.53,14.3459,0.9,6.19584,14.7801
Glycine,75.0666,-3.34,2,3,0,1,,63.32,16.0034,0.87,6.64702,
Acetohydroxamic Acid,75.0666,-1.46,2,2,0,0,,49.33,16.2305,0.83,6.60375,17.3777
Potassium Chloride,74.551,,0,0,0,0,,0,0,,1.7784,
beta-Propiolactone,72.063,-0.55,0,1,1,0,,26.3,15.5531,0.78,6.54574,
Chlorine,70.906,,0,0,0,0,,0,12.2726,,4.54696,
Sodium Nitrite,68.9953,,0,3,0,0,,52.49,7.6,,2.44486,
Zinc,65.409,,0,0,0,0,,0,0,,1.7784,
Copper,63.546,,0,0,0,0,,0,0,,1.7784,
Urea C-14,62.048,-1.78,2,1,0,0,,69.11,13.1426,0.84,5.10303,
Boric acid,61.833,,3,3,0,0,,60.69,7.6938,,5.14504,12.1129
Urea C-13,61.048,-1.5,3,3,0,0,,70.1,24.2013,-0.71,5.12813,
Isopropyl Alcohol,60.095,0.04,1,1,0,0,,20.23,17.4287,0.8,7.13738,
Silicon dioxide,60.083,,0,1,0,0,,0,13.1149,,0.947591,
Urea,60.0553,-1.78,2,1,0,0,,69.11,13.1426,0.84,5.10288,
Acetic acid,60.052,-0.12,1,2,0,0,,37.3,12.6437,0.73,5.33806,
Guanidine,59.0705,-1.92,3,3,0,0,,75.89,25.8588,-0.71,5.5703,
Sodium Chloride,58.443,,0,0,0,0,,0,0,,1.7784,
